,Unnamed: 0,traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later,origin_h3,destination_h3
424,424,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,North Beach,"[37.7516, -122.4333]","[37.8024, -122.4058]",4.5,22,19:00-19:30,19:22-19:52,15,25,87283082dffffff,87283080cffffff
425,425,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,SF Opera House,"[37.7516, -122.4333]","[37.7786, -122.4211]",2.5,12,18:00-18:30,18:12-18:42,25,35,87283082dffffff,872830828ffffff
426,426,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Sutro Baths,"[37.7516, -122.4333]","[37.78, -122.5135]",4.5,22,10:30-11:00,10:52-11:22,25,45,87283082dffffff,872830866ffffff
427,427,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,Castro Theatre,"[37.7516, -122.4333]","[37.7621, -122.434]",1.0,5,19:30-20:00,19:35-20:05,20,30,87283082dffffff,87283082dffffff
428,428,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Downtown,"[37.7516, -122.4333]","[37.786, -122.4035]",3.5,18,08:00-08:30,08:18-08:48,10,10,87283082dffffff,87283082affffff
429,429,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Fort Mason,"[37.7516, -122.4333]","[37.8068, -122.4313]",4.0,20,10:00-10:30,10:20-10:50,20,40,87283082dffffff,872830876ffffff
430,430,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Street,"[37.7516, -122.4333]","[37.7975, -122.4381]",3.5,18,11:00-11:30,11:18-11:48,30,30,87283082dffffff,872830876ffffff
431,431,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Hayes Valley,"[37.7516, -122.4333]","[37.7764, -122.4242]",2.0,10,18:30-19:00,18:40-19:10,15,25,87283082dffffff,872830828ffffff
432,432,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,SF Jazz Center,"[37.7516, -122.4333]","[37.7762, -122.4207]",2.5,12,19:00-19:30,19:12-19:42,25,35,87283082dffffff,872830828ffffff
433,433,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Glen Canyon Park,"[37.7516, -122.4333]","[37.7384, -122.4449]",2.0,10,09:30-10:00,09:40-10:10,25,45,87283082dffffff,872830953ffffff
434,434,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,Mission Dolores,"[37.7516, -122.4333]","[37.7593, -122.4269]",1.0,5,20:30-21:00,20:35-21:05,20,30,87283082dffffff,87283082cffffff
435,435,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",workplace,home,Market Street,"[37.7516, -122.4333]","[37.7874, -122.3977]",5.0,25,08:30-09:00,08:55-09:25,10,10,87283082dffffff,87283082affffff
436,436,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Aquatic Park,"[37.7516, -122.4333]","[37.8067, -122.4231]",4.5,22,15:00-15:30,15:22-15:52,20,40,87283082dffffff,87283082bffffff
437,437,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Chestnut Street,"[37.7516, -122.4333]","[37.8002, -122.4365]",4.0,20,13:30-14:00,13:50-14:20,30,30,87283082dffffff,872830876ffffff
438,438,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Embarcadero,"[37.7516, -122.4333]","[37.7946, -122.3948]",5.0,25,18:30-19:00,18:55-19:25,15,25,87283082dffffff,87283082affffff
439,439,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",cultural,home,Contemporary Jewish Museum,"[37.7516, -122.4333]","[37.786, -122.4022]",3.5,18,11:00-11:30,11:18-11:48,25,35,87283082dffffff,87283082affffff
440,440,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Mount Davidson Park,"[37.7516, -122.4333]","[37.7381, -122.4548]",2.0,10,10:30-11:00,10:40-11:10,25,45,87283082dffffff,872830953ffffff
441,441,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Clement Street,"[37.7516, -122.4333]","[37.7823, -122.4637]",3.0,15,12:00-12:30,12:15-12:45,30,30,87283082dffffff,872830874ffffff
442,442,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",dining,home,Union Square,"[37.7516, -122.4333]","[37.788, -122.4075]",4.0,20,19:00-19:30,19:20-19:50,15,25,87283082dffffff,87283082affffff
443,443,8,26-35,retired,$150K or more,"flexible for early pickup, but inflexible for late dropoff",social,home,South Beach,"[37.7516, -122.4333]","[37.7823, -122.3934]",4.0,20,20:00-20:30,20:20-20:50,20,30,87283082dffffff,87283082affffff
444,444,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",school,home,university,"[37.7489, -122.4474]","[37.7749, -122.4194]",3.5,20,08:00-08:30,08:20-08:50,0,10,87283082dffffff,872830828ffffff
445,445,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",shopping,university,Union Square,"[37.7749, -122.4194]","[37.7881, -122.4075]",2.0,15,12:00-12:30,12:15-12:45,10,20,872830828ffffff,87283082affffff
446,446,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",recreation,home,Golden Gate Park,"[37.7489, -122.4474]","[37.7694, -122.4862]",3.0,15,15:00-15:30,15:15-15:45,20,30,87283082dffffff,87283095bffffff
447,447,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",hiking,home,Lands End,"[37.7489, -122.4474]","[37.7787, -122.5135]",4.5,25,10:00-10:30,10:25-10:55,30,30,87283082dffffff,872830866ffffff
448,448,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",dinner,home,Chinatown,"[37.7489, -122.4474]","[37.7941, -122.4078]",4.0,20,18:00-18:30,18:20-18:50,10,20,87283082dffffff,87283082bffffff
449,449,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",library,home,San Francisco Public Library,"[37.7489, -122.4474]","[37.7789, -122.4155]",3.5,20,09:00-09:30,09:20-09:50,10,10,87283082dffffff,872830828ffffff
450,450,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",concert,home,Bill Graham Civic Auditorium,"[37.7489, -122.4474]","[37.7786, -122.4185]",3.5,20,19:00-19:30,19:20-19:50,10,30,87283082dffffff,872830828ffffff
451,451,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",groceries,home,Trader Joe's,"[37.7489, -122.4474]","[37.7843, -122.4327]",2.5,15,17:00-17:30,17:15-17:45,10,20,87283082dffffff,872830829ffffff
452,452,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",gym,university,24 Hour Fitness,"[37.7749, -122.4194]","[37.7848, -122.4011]",1.5,10,16:00-16:30,16:10-16:40,10,15,872830828ffffff,87283082affffff
453,453,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",coffee,home,Philz Coffee,"[37.7489, -122.4474]","[37.7763, -122.4241]",3.0,15,14:00-14:30,14:15-14:45,10,20,87283082dffffff,872830828ffffff
454,454,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",movie,home,AMC Metreon,"[37.7489, -122.4474]","[37.784, -122.4039]",4.0,20,18:30-19:00,18:50-19:20,10,30,87283082dffffff,87283082affffff
455,455,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",medical appointment,home,UCSF Medical Center,"[37.7489, -122.4474]","[37.7631, -122.4584]",2.0,10,09:30-10:00,09:40-10:10,0,10,87283082dffffff,87283095affffff
456,456,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",friend visit,home,friend's house,"[37.7489, -122.4474]","[37.7609, -122.4348]",1.5,10,13:00-13:30,13:10-13:40,20,30,87283082dffffff,87283082dffffff
457,457,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",workshop,home,Moscone Center,"[37.7489, -122.4474]","[37.7839, -122.4011]",3.5,20,07:30-08:00,07:50-08:20,0,10,87283082dffffff,87283082affffff
458,458,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",flea market,home,Alemany Flea Market,"[37.7489, -122.4474]","[37.7412, -122.4036]",3.0,15,08:30-09:00,08:45-09:15,10,20,87283082dffffff,872830821ffffff
459,459,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",art exhibition,home,SFMOMA,"[37.7489, -122.4474]","[37.7857, -122.4011]",3.7,20,11:00-11:30,11:20-11:50,10,20,87283082dffffff,87283082affffff
460,460,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",study group,university,coffee shop,"[37.7749, -122.4194]","[37.7755, -122.4132]",1.0,5,14:00-14:30,14:05-14:35,10,15,872830828ffffff,872830828ffffff
461,461,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",beach day,home,Ocean Beach,"[37.7489, -122.4474]","[37.7597, -122.5107]",4.0,20,10:30-11:00,10:50-11:20,20,30,87283082dffffff,872830959ffffff
462,462,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",shopping,home,Stonestown Galleria,"[37.7489, -122.4474]","[37.7273, -122.4778]",3.0,15,13:30-14:00,13:45-14:15,20,30,87283082dffffff,872830951ffffff
463,463,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",work meeting,university,Financial District,"[37.7749, -122.4194]","[37.7946, -122.3999]",2.0,15,09:00-09:30,09:15-09:45,0,10,872830828ffffff,87283082affffff
464,464,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",museum visit,home,de Young Museum,"[37.7489, -122.4474]","[37.7715, -122.4687]",2.5,15,11:30-12:00,11:45-12:15,10,20,87283082dffffff,87283095affffff
465,465,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",study session,home,university,"[37.7489, -122.4474]","[37.7749, -122.4194]",3.5,20,13:00-13:30,13:20-13:50,10,15,87283082dffffff,872830828ffffff
466,466,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",sightseeing,home,Coit Tower,"[37.7489, -122.4474]","[37.8024, -122.4058]",5.0,25,10:00-10:30,10:25-10:55,20,30,87283082dffffff,87283080cffffff
467,467,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",sports event,home,Oracle Park,"[37.7489, -122.4474]","[37.7786, -122.3893]",5.0,25,17:30-18:00,17:55-18:25,10,20,87283082dffffff,87283082affffff
468,468,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",networking event,university,SOMA,"[37.7749, -122.4194]","[37.7787, -122.3965]",2.5,15,18:00-18:30,18:15-18:45,10,20,872830828ffffff,87283082affffff
469,469,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",volunteering,home,GLIDE,"[37.7489, -122.4474]","[37.7833, -122.4117]",3.5,20,08:30-09:00,08:50-09:20,10,15,87283082dffffff,872830828ffffff
470,470,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",yoga class,home,Yoga Tree,"[37.7489, -122.4474]","[37.7599, -122.435]",1.5,10,06:30-07:00,06:40-07:10,10,15,87283082dffffff,87283082dffffff
471,471,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",brunch,home,Mission District,"[37.7489, -122.4474]","[37.7599, -122.4148]",2.0,10,11:00-11:30,11:10-11:40,10,20,87283082dffffff,87283082cffffff
472,472,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",lecture,home,university,"[37.7489, -122.4474]","[37.7749, -122.4194]",3.5,20,10:00-10:30,10:20-10:50,0,10,87283082dffffff,872830828ffffff
473,473,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",conference,home,Moscone Center,"[37.7489, -122.4474]","[37.7839, -122.4011]",3.5,20,07:00-07:30,07:20-07:50,0,10,87283082dffffff,87283082affffff
474,474,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",café work,home,Ritual Coffee Roasters,"[37.7489, -122.4474]","[37.7764, -122.4241]",3.0,15,09:00-09:30,09:15-09:45,10,20,87283082dffffff,872830828ffffff
475,475,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",charity run,home,Golden Gate Park,"[37.7489, -122.4474]","[37.7694, -122.4862]",3.0,15,06:00-06:30,06:15-06:45,10,20,87283082dffffff,87283095bffffff
476,476,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",day trip,home,Ferry Building,"[37.7489, -122.4474]","[37.7955, -122.3937]",4.5,25,09:30-10:00,09:55-10:25,20,30,87283082dffffff,87283082affffff
477,477,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",farmers market,home,Ferry Plaza Farmers Market,"[37.7489, -122.4474]","[37.7955, -122.3937]",4.5,25,08:00-08:30,08:25-08:55,10,20,87283082dffffff,87283082affffff
478,478,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",grocery run,home,Whole Foods Market,"[37.7489, -122.4474]","[37.785, -122.4324]",3.0,15,16:00-16:30,16:15-16:45,10,20,87283082dffffff,872830829ffffff
479,479,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",museum tour,home,Exploratorium,"[37.7489, -122.4474]","[37.8014, -122.3977]",5.0,25,11:00-11:30,11:25-11:55,10,15,87283082dffffff,87283080cffffff
480,480,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",picnic,home,Dolores Park,"[37.7489, -122.4474]","[37.7596, -122.4269]",2.0,10,12:00-12:30,12:10-12:40,20,30,87283082dffffff,87283082cffffff
481,481,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",outdoor event,home,Presidio,"[37.7489, -122.4474]","[37.7989, -122.4662]",4.5,25,15:00-15:30,15:25-15:55,20,30,87283082dffffff,872830874ffffff
482,482,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",art class,home,Art Institute,"[37.7489, -122.4474]","[37.7983, -122.3977]",5.0,25,18:00-18:30,18:25-18:55,10,20,87283082dffffff,87283080cffffff
483,483,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",study,home,San Francisco State University,"[37.7489, -122.4474]","[37.7215, -122.4782]",3.5,20,12:30-13:00,12:50-13:20,0,10,87283082dffffff,872830951ffffff
484,484,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",volunteer,home,St. Anthony Foundation,"[37.7489, -122.4474]","[37.7839, -122.4096]",3.5,20,08:00-08:30,08:20-08:50,0,10,87283082dffffff,87283082affffff
485,485,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",conference,home,Yerba Buena Center for the Arts,"[37.7489, -122.4474]","[37.7857, -122.4011]",3.5,20,07:00-07:30,07:20-07:50,0,10,87283082dffffff,87283082affffff
486,486,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",social event,home,The Fillmore,"[37.7489, -122.4474]","[37.784, -122.4338]",3.0,15,16:30-17:00,16:45-17:15,10,20,87283082dffffff,872830829ffffff
487,487,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",academic conference,home,San Francisco State University,"[37.7489, -122.4474]","[37.7215, -122.4782]",3.5,20,08:00-08:30,08:20-08:50,0,10,87283082dffffff,872830951ffffff
488,488,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",fitness class,home,Crunch Fitness,"[37.7489, -122.4474]","[37.784, -122.4338]",3.0,15,06:00-06:30,06:15-06:45,10,15,87283082dffffff,872830829ffffff
489,489,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",birthday party,home,The Palace Hotel,"[37.7489, -122.4474]","[37.788, -122.402]",4.0,20,18:00-18:30,18:20-18:50,10,20,87283082dffffff,87283082affffff
490,490,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",academic meeting,university,café,"[37.7749, -122.4194]","[37.7755, -122.4132]",1.0,5,11:00-11:30,11:05-11:35,10,15,872830828ffffff,872830828ffffff
491,491,9,26-35,student,Less than $25K,"flexible for late dropoff, but inflexible for early pickup",nature walk,home,Golden Gate Park,"[37.7489, -122.4474]","[37.7694, -122.4862]",3.0,15,07:00-07:30,07:15-07:45,10,20,87283082dffffff,87283095bffffff
492,492,10,18-25,unemployed,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7486, -122.4313]","[37.7879, -122.4074]",3.5,20,11:00-11:30,11:20-11:50,15,0,87283082cffffff,87283082affffff
493,493,10,18-25,unemployed,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7486, -122.4313]","[37.7694, -122.4862]",3.0,15,09:00-09:30,09:15-09:45,30,10,87283082cffffff,87283095bffffff
494,494,10,18-25,unemployed,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",social,home,friend's house in Noe Valley,"[37.7486, -122.4313]","[37.7489, -122.426]",0.5,5,18:00-18:30,18:05-18:35,10,0,87283082cffffff,87283082cffffff
